profile_id,age,annual_income,income_sources,tax_return_filed,late_filing_count,outstanding_dues,previous_default_count,income_growth_rate,deduction_claim_ratio,tax_compliance_score,compliance_risk
TAXP02608,24,564200,Professional,0,1,0,0,-0.061,0.159,0.798,Low
TAXP02609,37,1179100,Salary,1,2,0,0,0.02,0.343,0.852,Low
TAXP02610,52,249300,Professional,1,0,0,0,0.121,0.231,0.98,Low
TAXP02611,34,195600,Business,1,0,0,0,0.344,0.236,0.956,Low
TAXP02612,58,1176200,Salary,1,2,0,0,-0.091,0.295,0.879,Low
TAXP02613,62,421100,Salary,1,2,0,1,-0.014,0.511,0.794,Low
TAXP02614,28,490100,Salary+Investments,1,1,0,1,0.195,0.37,0.812,Low
TAXP02615,32,170700,Salary,1,2,0,0,0.22,0.471,0.859,Low
TAXP02616,24,398700,Salary+Business,1,2,0,0,0.134,0.242,0.874,Low
TAXP02617,52,646500,Business,1,2,0,0,0.081,0.34,0.882,Low
TAXP02618,60,1270100,Salary,1,0,19900,0,0.121,0.15,0.885,Low
TAXP02619,48,373000,Business,0,0,0,0,-0.141,0.313,0.801,Low
TAXP02620,26,2143700,Business,1,1,0,1,0.116,0.098,0.871,Low
TAXP02621,28,397100,Business,1,0,0,0,0.337,0.287,0.94,Low
TAXP02622,22,397500,Salary+Business,1,4,0,0,-0.111,0.044,0.807,Low
TAXP02623,43,1966200,Salary+Investments,1,0,63000,0,-0.025,0.058,0.698,Medium
TAXP02624,53,756900,Salary+Business,1,1,12300,0,0.036,0.236,0.84,Low
TAXP02625,27,436800,Business,1,0,4400,3,0.047,0.158,0.78,Low
TAXP02626,59,581300,Business,1,1,0,0,0.395,0.295,0.87,Low
TAXP02627,32,1721900,Professional,1,1,0,0,-0.049,0.337,0.917,Low
TAXP02628,44,1868000,Salary,1,1,0,0,-0.081,0.134,0.963,Low
TAXP02629,51,361000,Salary+Business,1,0,0,0,0.223,0.26,0.938,Low
TAXP02630,45,630400,Salary+Investments,0,2,0,0,-0.003,0.232,0.726,Low
TAXP02631,42,693600,Salary,1,0,0,0,0.226,0.42,0.915,Low
TAXP02632,36,319500,Salary+Investments,0,1,0,1,0.068,0.463,0.76,Low
TAXP02633,40,624500,Salary+Investments,0,0,29100,1,0.173,0.201,0.636,Medium
TAXP02634,31,652500,Business,1,0,5900,1,-0.151,0.476,0.931,Low
TAXP02635,34,1477200,Salary+Investments,1,0,0,0,0.173,0.26,0.917,Low
TAXP02636,54,1550500,Salary,1,0,0,0,0.135,0.168,0.969,Low
TAXP02637,60,512800,Salary,1,0,4700,0,0.059,0.116,0.954,Low
TAXP02638,59,557200,Salary,1,1,0,0,-0.097,0.245,0.869,Low
TAXP02639,35,1048700,Business,1,0,86500,1,0.135,0.264,0.49,Medium
TAXP02640,35,426500,Salary,1,0,0,1,0.216,0.614,0.872,Low
TAXP02641,23,993100,Multiple,1,1,28800,1,0.015,0.475,0.736,Low
TAXP02642,33,610100,Salary,1,0,0,0,0.018,0.389,0.98,Low
TAXP02643,47,323400,Salary,1,1,0,1,0.227,0.673,0.813,Low
TAXP02644,33,326400,Professional,1,1,23800,0,0.374,0.15,0.785,Low
TAXP02645,54,1842500,Salary,0,0,67400,0,0.25,0.281,0.563,Medium
TAXP02646,23,580800,Salary+Business,0,0,107100,0,0.137,0.141,0.279,High
TAXP02647,39,2117600,Salary,0,1,0,0,0.061,0.168,0.814,Low
TAXP02648,33,449100,Multiple,1,0,0,0,0.096,0.213,0.947,Low
TAXP02649,43,801600,Professional,1,0,0,0,-0.112,0.073,0.978,Low
TAXP02650,22,3639900,Salary,1,1,0,0,0.075,0.576,0.855,Low
TAXP02651,39,303600,Salary,1,0,0,2,0.279,0.057,0.837,Low
TAXP02652,56,165800,Salary,1,2,0,0,0.106,0.294,0.864,Low
TAXP02653,59,1641400,Multiple,1,1,28500,0,-0.0,0.451,0.729,Low
TAXP02654,32,358400,Professional,1,1,2700,0,-0.015,0.356,0.872,Low
TAXP02655,40,640400,Business,1,1,0,0,0.095,0.195,0.97,Low
TAXP02656,52,426300,Salary,0,1,0,1,-0.098,0.164,0.792,Low
TAXP02657,41,788400,Salary+Investments,0,0,0,0,-0.045,0.065,0.906,Low
TAXP02658,45,327900,Salary,1,0,0,0,0.345,0.157,0.94,Low
TAXP02659,36,571000,Salary+Business,1,1,0,1,-0.066,0.149,0.909,Low
TAXP02660,58,898600,Salary+Business,0,1,79900,0,-0.028,0.387,0.452,Medium
TAXP02661,49,314500,Salary,1,1,0,0,0.147,0.155,0.964,Low
TAXP02662,64,392600,Business,1,1,0,0,0.029,0.209,0.944,Low
TAXP02663,56,506200,Salary,1,2,0,0,0.114,0.246,0.859,Low
TAXP02664,37,232300,Salary,1,1,0,0,0.238,0.27,0.867,Low
TAXP02665,35,479500,Multiple,1,0,0,0,-0.148,0.327,0.925,Low
TAXP02666,24,708000,Professional,1,0,0,0,0.221,0.254,0.955,Low
TAXP02667,49,487500,Salary+Investments,0,2,0,1,0.007,0.2,0.745,Low
TAXP02668,54,534600,Business,1,1,0,1,0.054,0.535,0.917,Low
TAXP02669,36,640800,Salary,1,1,0,1,0.408,0.122,0.884,Low
TAXP02670,21,405400,Salary+Business,1,2,0,0,-0.124,0.026,0.907,Low
TAXP02671,58,1069100,Business,0,0,15800,0,0.195,0.56,0.727,Low
TAXP02672,31,1827800,Salary,1,1,12300,0,0.28,0.367,0.805,Low
TAXP02673,47,465300,Salary,0,2,12800,1,-0.009,0.143,0.632,Medium
TAXP02674,23,921800,Professional,1,0,18600,0,-0.007,0.048,0.896,Low
TAXP02675,23,547000,Salary+Business,1,1,13400,1,0.041,0.349,0.811,Low
TAXP02676,61,845700,Salary,1,0,37500,0,-0.01,0.223,0.837,Low
TAXP02677,51,2006900,Salary+Investments,1,1,0,1,0.111,0.237,0.901,Low
TAXP02678,21,937500,Salary,1,1,0,1,0.243,0.118,0.911,Low
TAXP02679,25,181300,Salary,1,0,10100,0,0.042,0.211,0.833,Low
TAXP02680,43,901300,Salary,1,1,45200,0,0.249,0.305,0.605,Medium
TAXP02681,51,1579100,Salary+Business,1,1,47200,1,0.324,0.488,0.636,Medium
TAXP02682,40,554100,Salary,1,1,0,0,0.169,0.62,0.867,Low
TAXP02683,60,1331200,Business,1,1,19400,0,0.184,0.221,0.867,Low
TAXP02684,50,395500,Salary,1,1,0,0,0.005,0.256,0.92,Low
TAXP02685,48,223000,Professional,1,0,0,0,-0.32,0.247,0.973,Low
TAXP02686,34,719500,Salary+Business,1,1,0,0,0.194,0.208,0.926,Low
TAXP02687,51,183500,Salary,1,1,0,1,0.227,0.133,0.84,Low
TAXP02688,60,546900,Multiple,1,0,0,0,0.139,0.09,0.97,Low
TAXP02689,23,1641700,Salary,0,1,0,0,0.246,0.245,0.764,Low
TAXP02690,54,164300,Salary,0,2,0,0,0.012,0.195,0.749,Low
TAXP02691,60,258700,Business,1,0,0,0,0.183,0.202,0.98,Low
TAXP02692,40,309200,Salary+Business,1,2,34300,0,0.336,0.315,0.724,Low
TAXP02693,55,621000,Salary,1,0,0,0,0.207,0.283,0.97,Low
TAXP02694,37,499500,Business,1,0,0,0,0.315,0.148,0.977,Low
TAXP02695,29,1780000,Salary,1,2,0,0,0.316,0.409,0.865,Low
TAXP02696,57,1292200,Business,1,1,39600,0,-0.095,0.312,0.737,Low
TAXP02697,35,928500,Professional,1,1,0,0,0.215,0.234,0.915,Low
TAXP02698,55,721900,Multiple,1,0,0,0,-0.001,0.288,0.925,Low
TAXP02699,35,862700,Business,1,0,0,0,-0.077,0.367,0.98,Low
TAXP02700,38,349400,Professional,1,1,0,2,0.054,0.351,0.858,Low
TAXP02701,51,1204900,Business,1,0,0,0,0.381,0.332,0.935,Low
TAXP02702,36,291900,Salary,0,1,5100,0,0.013,0.191,0.852,Low
TAXP02703,57,1186100,Salary,1,0,64100,0,-0.181,0.508,0.658,Medium
TAXP02704,22,1526900,Multiple,1,0,0,0,-0.131,0.197,0.898,Low
TAXP02705,21,756600,Salary,0,0,9700,1,0.177,0.206,0.729,Low
TAXP02706,24,572500,Salary+Business,1,0,0,0,-0.021,0.431,0.862,Low
TAXP02707,32,867100,Salary,1,0,0,0,-0.227,0.152,0.98,Low
TAXP02708,23,150000,Salary+Business,1,0,0,0,-0.125,0.335,0.886,Low
TAXP02709,38,808000,Salary,1,0,0,0,0.127,0.754,0.963,Low
TAXP02710,22,599100,Multiple,1,2,0,1,0.225,0.128,0.799,Low
TAXP02711,55,626700,Professional,1,1,22000,0,0.029,0.177,0.897,Low
TAXP02712,27,1081000,Salary,1,2,0,0,0.204,0.397,0.845,Low
TAXP02713,64,615900,Professional,0,1,66000,1,0.246,0.411,0.374,High
TAXP02714,59,286000,Professional,1,0,0,0,-0.025,0.356,0.979,Low
TAXP02715,52,587100,Salary,0,1,0,2,0.081,0.167,0.761,Low
TAXP02716,56,682400,Salary,1,1,0,1,0.004,0.087,0.904,Low
TAXP02717,55,706100,Salary+Business,1,0,0,0,0.186,0.14,0.966,Low
TAXP02718,59,730400,Salary+Business,0,2,0,0,0.002,0.533,0.774,Low
TAXP02719,45,1373800,Salary,0,1,0,0,-0.094,0.072,0.828,Low
TAXP02720,49,297400,Salary+Investments,1,0,28000,1,0.108,0.313,0.77,Low
TAXP02721,42,737700,Salary,1,1,0,0,0.278,0.237,0.897,Low
TAXP02722,49,1645400,Salary,1,0,0,0,0.182,0.191,0.98,Low
TAXP02723,38,186400,Business,1,1,0,0,0.261,0.19,0.939,Low
TAXP02724,26,739800,Salary,1,0,0,2,0.247,0.141,0.865,Low
TAXP02725,62,426500,Salary,1,0,0,0,0.107,0.423,0.965,Low
TAXP02726,52,497700,Business,0,2,0,0,0.004,0.313,0.794,Low
TAXP02727,52,338800,Salary,1,1,67500,1,-0.039,0.151,0.505,Medium
TAXP02728,33,575300,Salary,1,1,15300,0,-0.154,0.43,0.788,Low
TAXP02729,55,2447100,Salary+Business,1,0,0,0,0.29,0.034,0.953,Low
TAXP02730,44,261500,Business,1,2,2800,1,0.047,0.207,0.832,Low
TAXP02731,24,280000,Salary+Investments,1,0,5800,1,-0.173,0.413,0.876,Low
TAXP02732,63,254600,Business,1,1,0,0,0.297,0.437,0.848,Low
TAXP02733,65,2254600,Business,0,1,81000,0,0.115,0.098,0.371,High
TAXP02734,60,466000,Salary,0,0,0,1,0.255,0.224,0.748,Low
TAXP02735,42,638100,Salary+Business,1,0,0,1,0.058,0.237,0.92,Low
TAXP02736,31,486400,Salary,1,0,0,1,-0.027,0.132,0.914,Low
TAXP02737,21,329300,Salary,1,0,8900,0,0.171,0.354,0.885,Low
TAXP02738,54,548800,Salary+Investments,1,1,4000,0,0.185,0.273,0.844,Low
TAXP02739,61,3815800,Salary+Business,1,0,6600,1,0.055,0.235,0.969,Low
TAXP02740,25,1770900,Professional,0,1,0,0,0.31,0.073,0.803,Low
TAXP02741,51,351700,Salary,1,0,5900,0,0.251,0.337,0.887,Low
TAXP02742,22,1036100,Salary,1,1,0,1,0.19,0.202,0.831,Low
TAXP02743,55,357200,Business,1,1,21300,0,-0.078,0.309,0.824,Low
TAXP02744,22,180900,Salary+Business,1,2,20600,0,-0.1,0.187,0.762,Low
TAXP02745,64,1354300,Business,1,1,0,0,0.292,0.503,0.86,Low
TAXP02746,28,1498500,Salary,1,0,0,0,-0.25,0.137,0.927,Low
TAXP02747,39,1380400,Salary,0,0,9200,1,0.085,0.117,0.753,Low
TAXP02748,52,463400,Business,1,3,18200,0,0.123,0.094,0.74,Low
TAXP02749,59,576500,Professional,1,0,5900,0,0.022,0.13,0.965,Low
TAXP02750,37,1115200,Salary,0,3,0,0,0.094,0.608,0.634,Medium
TAXP02751,65,861700,Salary,1,1,0,2,0.167,0.263,0.773,Low
TAXP02752,21,489600,Salary,0,3,0,1,0.006,0.184,0.635,Medium
TAXP02753,42,202600,Salary,0,0,0,2,0.241,0.147,0.725,Low
TAXP02754,65,705500,Business,1,4,21400,1,0.193,0.204,0.612,Medium
TAXP02755,33,1413500,Salary,1,1,0,0,0.071,0.18,0.952,Low
TAXP02756,45,274400,Professional,1,0,0,1,-0.032,0.376,0.936,Low
TAXP02757,41,1029600,Salary+Business,0,1,0,0,0.085,0.302,0.762,Low
TAXP02758,38,825200,Multiple,1,0,5200,0,0.438,0.107,0.897,Low
TAXP02759,55,1115500,Multiple,0,1,0,0,-0.021,0.251,0.798,Low
TAXP02760,44,1217800,Salary,1,1,0,1,0.345,0.365,0.838,Low
TAXP02761,53,394200,Salary,1,1,0,2,-0.181,0.405,0.795,Low
TAXP02762,44,202900,Salary,1,1,0,1,-0.038,0.284,0.831,Low
TAXP02763,65,442700,Salary+Business,1,0,0,1,0.013,0.041,0.919,Low
TAXP02764,42,1232900,Salary,1,0,61800,0,0.252,0.291,0.652,Medium
TAXP02765,56,440000,Salary,1,0,0,0,0.109,0.432,0.932,Low
TAXP02766,48,394400,Salary,1,0,0,0,0.31,0.418,0.98,Low
TAXP02767,57,175100,Salary,1,0,0,1,0.047,0.102,0.959,Low
TAXP02768,60,2295900,Salary+Business,0,0,0,1,0.091,0.129,0.873,Low
TAXP02769,31,1177900,Professional,0,1,0,0,0.047,0.681,0.792,Low
TAXP02770,34,1131500,Business,1,0,0,0,0.424,0.326,0.969,Low
TAXP02771,34,1304700,Salary+Investments,1,0,0,1,-0.079,0.263,0.98,Low
TAXP02772,42,984600,Salary,1,1,0,0,0.019,0.176,0.894,Low
TAXP02773,43,545100,Salary,1,1,14400,2,-0.056,0.082,0.785,Low
TAXP02774,21,577700,Salary,1,1,32800,0,0.192,0.183,0.766,Low
TAXP02775,61,477800,Professional,1,0,0,0,-0.083,0.302,0.98,Low
TAXP02776,59,4332900,Business,1,1,0,0,0.392,0.296,0.88,Low
TAXP02777,48,969900,Salary,1,2,48400,0,0.113,0.218,0.58,Medium
TAXP02778,34,465500,Multiple,0,2,0,0,0.166,0.26,0.732,Low
TAXP02779,58,908800,Salary,1,0,70500,2,0.174,0.217,0.492,Medium
TAXP02780,33,313900,Salary,0,2,24800,1,0.097,0.175,0.655,Medium
TAXP02781,34,1920300,Professional,1,0,0,0,0.119,0.261,0.97,Low
TAXP02782,65,403800,Multiple,1,0,0,1,0.114,0.034,0.917,Low
TAXP02783,62,932400,Professional,1,1,6400,0,0.183,0.181,0.849,Low
TAXP02784,47,1400300,Multiple,0,0,0,1,-0.032,0.172,0.79,Low
TAXP02785,28,857500,Salary,1,0,0,0,-0.059,0.208,0.903,Low
TAXP02786,26,695800,Professional,1,2,0,0,0.231,0.442,0.874,Low
TAXP02787,64,655100,Salary+Investments,1,1,0,0,0.1,0.284,0.944,Low
TAXP02788,32,624100,Business,1,2,8400,0,-0.221,0.455,0.791,Low
TAXP02789,51,429100,Salary,1,2,0,0,0.024,0.404,0.82,Low
TAXP02790,36,470300,Multiple,1,0,0,0,0.345,0.078,0.921,Low
TAXP02791,43,1886100,Salary,1,1,0,1,0.074,0.231,0.947,Low
TAXP02792,65,601100,Salary,1,1,0,0,0.015,0.192,0.929,Low
TAXP02793,47,369100,Salary+Investments,1,3,0,1,-0.139,0.523,0.716,Low
TAXP02794,40,448200,Salary+Investments,0,2,72600,0,0.009,0.179,0.361,High
TAXP02795,39,1435500,Multiple,1,1,0,0,-0.086,0.32,0.896,Low
TAXP02796,31,1057200,Salary+Investments,1,1,0,0,0.169,0.386,0.908,Low
TAXP02797,46,973000,Salary,0,0,42400,3,0.108,0.225,0.588,Medium
TAXP02798,46,540000,Multiple,1,1,0,1,0.042,0.462,0.783,Low
TAXP02799,25,982200,Business,1,1,0,0,-0.022,0.26,0.905,Low
TAXP02800,39,409000,Professional,1,0,0,1,0.344,0.142,0.946,Low
TAXP02801,50,539200,Salary,0,1,0,2,-0.013,0.224,0.721,Low
TAXP02802,23,1306700,Salary+Business,0,2,0,2,-0.012,0.299,0.647,Medium
TAXP02803,64,1219800,Business,1,0,0,0,0.061,0.204,0.959,Low
TAXP02804,59,320500,Salary+Investments,1,0,8900,0,0.084,0.296,0.968,Low
TAXP02805,49,351100,Salary,0,1,0,0,0.177,0.327,0.825,Low
TAXP02806,21,702900,Salary,1,2,0,0,0.249,0.2,0.854,Low
TAXP02807,44,2252500,Business,1,1,0,3,0.237,0.143,0.795,Low
TAXP02808,61,163700,Salary,1,1,17000,0,0.489,0.502,0.848,Low
TAXP02809,22,794200,Professional,0,1,0,0,-0.171,0.18,0.833,Low
TAXP02810,56,241300,Salary,1,1,64300,0,0.137,0.25,0.589,Medium
TAXP02811,58,411700,Business,1,2,0,0,0.017,0.166,0.946,Low
TAXP02812,24,500000,Salary,1,1,0,2,0.422,0.341,0.737,Low
TAXP02813,31,480200,Salary,1,1,0,0,0.128,0.155,0.889,Low
TAXP02814,53,442600,Professional,1,1,0,0,-0.225,0.458,0.862,Low
TAXP02815,62,653400,Salary,1,0,0,0,0.169,0.185,0.968,Low
TAXP02816,55,442100,Salary,1,1,0,0,0.143,0.145,0.973,Low
TAXP02817,44,226800,Salary,1,1,0,1,0.221,0.461,0.873,Low
TAXP02818,48,1139700,Salary,1,0,13000,0,-0.016,0.198,0.866,Low
TAXP02819,44,1117700,Professional,1,1,15600,1,0.152,0.496,0.792,Low
TAXP02820,46,1192800,Salary,1,1,0,0,0.057,0.355,0.916,Low
TAXP02821,55,214400,Salary,1,0,0,1,-0.007,0.435,0.916,Low
TAXP02822,23,806100,Professional,1,0,4900,1,0.155,0.343,0.887,Low
TAXP02823,30,1057500,Business,1,0,0,0,0.124,0.495,0.947,Low
TAXP02824,23,309400,Business,0,1,0,0,0.268,0.407,0.785,Low
TAXP02825,56,654300,Salary,1,2,0,0,0.104,0.645,0.852,Low
TAXP02826,53,597800,Multiple,0,1,0,0,0.197,0.094,0.823,Low
TAXP02827,23,2448700,Salary,1,1,0,0,-0.093,0.512,0.904,Low
TAXP02828,25,2598300,Salary,1,1,0,0,0.323,0.281,0.939,Low
TAXP02829,32,196100,Salary+Investments,1,0,0,0,-0.024,0.135,0.98,Low
TAXP02830,31,3915100,Professional,1,0,0,0,0.244,0.252,0.973,Low
TAXP02831,44,336300,Professional,1,0,119000,0,0.142,0.142,0.394,High
TAXP02832,43,1316900,Salary+Investments,1,1,0,1,0.122,0.394,0.859,Low
TAXP02833,37,1307300,Salary,1,2,0,0,0.222,0.248,0.906,Low
TAXP02834,28,317400,Salary+Investments,1,0,0,0,-0.242,0.285,0.98,Low
TAXP02835,50,927200,Professional,1,0,0,1,0.008,0.141,0.884,Low
TAXP02836,56,601600,Salary,0,1,2900,0,0.219,0.154,0.812,Low
TAXP02837,49,968800,Salary,1,1,0,0,0.408,0.169,0.98,Low
TAXP02838,57,767400,Salary,1,0,0,0,0.096,0.092,0.959,Low
TAXP02839,62,1538200,Multiple,1,0,14900,0,-0.29,0.113,0.912,Low
TAXP02840,58,686300,Salary,0,1,0,0,0.049,0.19,0.814,Low
TAXP02841,50,576000,Salary,1,1,0,0,0.09,0.173,0.927,Low
TAXP02842,23,1431000,Professional,1,0,0,0,0.278,0.179,0.933,Low
TAXP02843,36,987200,Salary+Business,1,1,0,0,0.108,0.594,0.88,Low
TAXP02844,40,1100900,Salary,1,1,0,0,-0.104,0.573,0.942,Low
TAXP02845,53,402800,Salary+Business,0,1,0,1,0.254,0.311,0.782,Low
TAXP02846,59,306200,Business,1,1,0,0,0.191,0.229,0.972,Low
TAXP02847,49,431900,Salary+Investments,1,1,0,0,-0.012,0.197,0.954,Low
TAXP02848,37,415700,Salary,0,3,0,0,0.215,0.4,0.677,Medium
TAXP02849,56,1144900,Salary,1,0,0,0,0.013,0.059,0.98,Low
TAXP02850,52,1312500,Professional,1,2,0,1,0.052,0.196,0.861,Low
TAXP02851,56,581300,Salary,1,0,0,0,0.015,0.523,0.975,Low
TAXP02852,47,1821200,Business,1,0,0,1,0.05,0.255,0.945,Low
TAXP02853,50,1741100,Salary,1,0,0,0,0.245,0.252,0.939,Low
TAXP02854,36,774500,Salary+Business,1,1,0,1,-0.186,0.087,0.897,Low
TAXP02855,38,359700,Salary+Investments,1,0,0,0,0.277,0.15,0.933,Low
TAXP02856,33,2020800,Salary+Investments,1,2,21400,1,0.128,0.297,0.73,Low
TAXP02857,32,622100,Multiple,1,0,0,1,0.038,0.259,0.924,Low
TAXP02858,50,711800,Salary+Investments,1,0,10900,0,0.103,0.281,0.919,Low
TAXP02859,38,509000,Business,1,1,0,0,-0.045,0.479,0.895,Low
TAXP02860,27,342500,Salary,1,1,0,1,-0.161,0.388,0.839,Low
TAXP02861,22,225800,Salary+Investments,1,1,0,0,-0.041,0.404,0.912,Low
TAXP02862,59,1025200,Multiple,1,2,0,0,-0.203,0.154,0.787,Low
TAXP02863,40,369800,Multiple,1,1,1800,0,-0.116,0.287,0.857,Low
TAXP02864,46,5883100,Salary+Business,1,1,0,0,-0.16,0.395,0.925,Low
TAXP02865,61,297400,Salary,1,0,0,1,0.296,0.317,0.855,Low
TAXP02866,26,262900,Multiple,1,1,7100,0,-0.105,0.45,0.824,Low
TAXP02867,63,938500,Multiple,1,1,0,0,0.093,0.384,0.956,Low
TAXP02868,52,1954900,Professional,1,1,0,0,0.279,0.239,0.98,Low
TAXP02869,49,680900,Salary+Investments,1,0,0,0,0.236,0.322,0.947,Low
TAXP02870,40,981400,Business,1,1,8100,0,0.053,0.34,0.88,Low
TAXP02871,52,172400,Multiple,0,1,0,1,0.054,0.251,0.843,Low
TAXP02872,30,399100,Salary,1,0,26100,0,0.129,0.18,0.836,Low
TAXP02873,34,300100,Salary+Investments,1,1,0,0,0.438,0.094,0.917,Low
TAXP02874,64,166100,Salary,1,2,22600,0,0.166,0.295,0.773,Low
TAXP02875,33,707100,Salary,1,3,32100,1,0.207,0.088,0.569,Medium
TAXP02876,53,150000,Salary,1,2,7500,0,0.463,0.715,0.777,Low
TAXP02877,62,250900,Business,0,0,0,1,0.144,0.181,0.818,Low
TAXP02878,47,441500,Salary,1,0,0,0,0.284,0.501,0.934,Low
TAXP02879,34,357300,Multiple,1,3,33500,0,0.176,0.3,0.695,Medium
TAXP02880,59,864700,Business,1,0,0,1,0.174,0.128,0.96,Low
TAXP02881,58,810000,Salary+Investments,1,1,25600,0,-0.054,0.37,0.881,Low
TAXP02882,45,1237100,Salary,1,0,24700,1,-0.081,0.205,0.785,Low
TAXP02883,26,1117300,Salary,1,0,0,0,0.018,0.116,0.956,Low
TAXP02884,40,1477900,Salary+Business,1,1,0,0,0.241,0.167,0.913,Low
TAXP02885,40,649100,Salary+Business,1,1,0,0,0.234,0.206,0.912,Low
TAXP02886,29,808700,Business,1,0,0,0,0.313,0.142,0.971,Low
TAXP02887,39,939400,Salary+Business,1,1,0,0,0.098,0.276,0.868,Low
TAXP02888,27,719800,Salary+Investments,1,0,0,0,0.186,0.235,0.972,Low
TAXP02889,52,488300,Business,1,1,15400,0,0.187,0.021,0.831,Low
TAXP02890,40,511600,Multiple,0,2,0,1,0.083,0.046,0.701,Low
TAXP02891,53,360800,Salary+Business,1,0,0,0,0.049,0.245,0.98,Low
TAXP02892,41,880500,Professional,1,0,0,0,-0.138,0.034,0.967,Low
TAXP02893,53,607500,Salary,1,1,0,0,0.076,0.565,0.933,Low
TAXP02894,53,403200,Salary,0,0,0,2,0.083,0.245,0.772,Low
TAXP02895,28,403500,Salary,1,2,15500,2,0.282,0.119,0.706,Low
TAXP02896,40,271900,Salary+Business,1,1,4100,0,0.297,0.267,0.845,Low
TAXP02897,54,1315200,Salary+Business,0,1,0,0,0.123,0.038,0.849,Low
TAXP02898,47,687900,Salary,1,1,22500,0,0.43,0.107,0.791,Low
TAXP02899,30,349200,Professional,0,1,0,1,0.13,0.395,0.792,Low
TAXP02900,58,1163400,Salary,1,1,0,0,0.265,0.058,0.94,Low
TAXP02901,29,434200,Salary,1,3,0,0,0.084,0.129,0.86,Low
TAXP02902,65,236100,Multiple,1,0,58500,0,-0.082,0.445,0.606,Medium
TAXP02903,52,1355900,Salary,1,2,0,0,0.032,0.51,0.881,Low
TAXP02904,35,441500,Salary,1,1,49600,0,0.336,0.218,0.712,Low
TAXP02905,29,484200,Business,1,1,0,0,0.058,0.211,0.945,Low
TAXP02906,61,669600,Salary,1,0,65800,0,0.025,0.287,0.653,Medium
TAXP02907,44,1479800,Salary+Business,1,2,0,0,0.099,0.26,0.868,Low
TAXP02908,57,659400,Multiple,1,1,9200,0,0.038,0.341,0.825,Low
TAXP02909,58,274100,Business,1,0,0,0,0.291,0.328,0.963,Low
TAXP02910,24,961600,Business,1,2,0,1,0.402,0.45,0.776,Low
TAXP02911,51,458400,Salary,1,0,8100,0,0.101,0.357,0.921,Low
TAXP02912,36,2530800,Business,0,0,0,2,0.186,0.186,0.734,Low
TAXP02913,61,649500,Salary,1,0,7500,0,0.256,0.135,0.968,Low
TAXP02914,30,150000,Salary,0,1,0,1,0.117,0.221,0.756,Low
TAXP02915,22,840700,Salary+Investments,1,1,32200,1,-0.04,0.404,0.662,Medium
TAXP02916,50,2636200,Business,1,1,0,2,0.034,0.148,0.864,Low
TAXP02917,45,2021600,Business,1,1,0,1,0.166,0.228,0.878,Low
TAXP02918,45,2429100,Salary,1,0,0,0,0.163,0.128,0.98,Low
TAXP02919,32,311900,Salary+Investments,1,0,0,0,-0.187,0.224,0.98,Low
TAXP02920,43,1253500,Salary,1,0,0,0,0.03,0.126,0.962,Low
TAXP02921,64,386500,Salary,1,2,134600,0,-0.018,0.133,0.219,High
TAXP02922,55,763900,Salary+Investments,1,1,97600,0,0.241,0.288,0.409,High
TAXP02923,65,259900,Business,1,3,0,0,-0.012,0.1,0.829,Low
TAXP02924,35,408700,Multiple,1,0,54400,0,0.026,0.482,0.646,Medium
TAXP02925,60,399400,Salary,0,1,0,1,0.021,0.101,0.815,Low
TAXP02926,38,1241300,Salary+Business,1,3,0,0,0.227,0.482,0.785,Low
TAXP02927,63,1156900,Multiple,0,2,0,1,0.255,0.287,0.659,Medium
TAXP02928,59,793400,Business,1,1,80400,0,0.179,0.298,0.522,Medium
TAXP02929,28,245800,Professional,1,2,37000,1,0.277,0.046,0.618,Medium
TAXP02930,64,519400,Salary,1,0,0,0,0.298,0.368,0.932,Low
TAXP02931,48,379800,Salary+Business,1,0,0,1,-0.19,0.28,0.895,Low
TAXP02932,55,1215800,Salary+Investments,1,2,0,0,0.195,0.261,0.84,Low
TAXP02933,47,1518200,Salary+Business,1,3,0,0,0.041,0.323,0.857,Low
TAXP02934,30,1390700,Multiple,1,2,0,0,-0.101,0.23,0.912,Low
TAXP02935,65,377400,Business,1,3,30900,0,0.049,0.228,0.635,Medium
TAXP02936,26,150000,Business,0,1,33200,1,0.217,0.161,0.595,Medium
TAXP02937,57,182100,Salary,1,0,0,0,0.333,0.114,0.98,Low
TAXP02938,30,1809000,Salary+Business,1,0,75200,0,-0.115,0.08,0.603,Medium
TAXP02939,56,486900,Salary+Investments,1,2,0,0,0.199,0.287,0.87,Low
TAXP02940,40,378600,Professional,1,0,0,0,0.415,0.172,0.95,Low
TAXP02941,31,2121100,Salary,1,1,64200,2,0.393,0.589,0.454,Medium
TAXP02942,31,1616300,Business,1,0,0,0,-0.453,0.422,0.87,Low
TAXP02943,35,661500,Salary+Business,1,0,0,1,0.449,0.094,0.945,Low
TAXP02944,61,526200,Multiple,0,1,0,0,0.254,0.204,0.866,Low
TAXP02945,55,591000,Salary,1,1,0,0,-0.269,0.182,0.971,Low
TAXP02946,51,765500,Salary,1,0,0,0,-0.023,0.368,0.98,Low
TAXP02947,49,2057000,Salary,0,2,0,1,0.301,0.492,0.653,Medium
TAXP02948,39,881100,Salary,0,3,0,0,0.158,0.26,0.712,Low
TAXP02949,61,1096300,Multiple,1,0,0,0,0.008,0.631,0.925,Low
