transaction_id,profile_id,transaction_amount,transaction_type,merchant_category,payment_method,city,transaction_frequency,location_risk_score,device_risk_score,anomaly_score,is_anomaly
TXN047642,TAXP00611,108.4,bill_payment,utilities,UPI,Kolkata,5,0.18,0.106,0.102,0
TXN047643,TAXP04194,50.0,transfer,healthcare,card,Pune,4,0.383,0.148,0.183,0
TXN047644,TAXP01296,649.98,purchase,online_services,UPI,Mumbai,5,0.23,0.126,0.091,0
TXN047645,TAXP00239,255.43,bill_payment,healthcare,UPI,Hyderabad,4,0.142,0.034,0.126,0
TXN047646,TAXP02107,869.58,bill_payment,retail,UPI,Ahmedabad,5,0.178,0.44,0.073,0
TXN047647,TAXP00035,1324.91,merchant_payment,groceries,UPI,Pune,5,0.274,0.097,0.056,0
TXN047648,TAXP00690,290.9,merchant_payment,retail,UPI,Kolkata,5,0.154,0.178,0.063,0
TXN047649,TAXP02692,66.5,purchase,restaurants,UPI,Ahmedabad,7,0.208,0.211,0.075,0
TXN047650,TAXP01942,451.07,deposit,healthcare,bank_transfer,Chennai,3,0.111,0.111,0.053,0
TXN047651,TAXP04511,223.06,merchant_payment,education,card,Hyderabad,7,0.183,0.133,0.135,0
TXN047652,TAXP01371,214.9,bill_payment,online_services,card,Ahmedabad,3,0.174,0.249,0.149,0
TXN047653,TAXP04392,50.0,bill_payment,restaurants,card,Ahmedabad,4,0.426,0.12,0.143,0
TXN047654,TAXP01310,119.54,merchant_payment,online_services,UPI,Kolkata,5,0.304,0.191,0.073,0
TXN047655,TAXP01956,311.15,merchant_payment,electronics,cash,Delhi,3,0.105,0.238,0.109,0
TXN047656,TAXP01055,185.21,purchase,travel,UPI,Ahmedabad,5,0.287,0.179,0.138,0
TXN047657,TAXP01268,289.11,transfer,travel,card,Kolkata,5,0.198,0.161,0.2,0
TXN047658,TAXP02591,606.72,purchase,healthcare,UPI,Mumbai,7,0.217,0.125,0.07,0
TXN047659,TAXP02451,123.36,merchant_payment,restaurants,card,Mumbai,3,0.225,0.185,0.068,0
TXN047660,TAXP01439,398.95,merchant_payment,groceries,UPI,Pune,3,0.231,0.252,0.18,0
TXN047661,TAXP01866,50.0,purchase,financial_services,bank_transfer,Kolkata,3,0.184,0.321,0.151,0
TXN047662,TAXP00972,129.45,purchase,utilities,card,Hyderabad,4,0.114,0.151,0.125,0
TXN047663,TAXP04011,358.56,merchant_payment,utilities,UPI,Hyderabad,3,0.188,0.118,0.0,0
TXN047664,TAXP04791,595.8,merchant_payment,utilities,UPI,Mumbai,5,0.249,0.145,0.162,0
TXN047665,TAXP01989,103.03,merchant_payment,healthcare,cash,Mumbai,4,0.083,0.101,0.0,0
TXN047666,TAXP02778,300.46,merchant_payment,groceries,UPI,Hyderabad,4,0.311,0.325,0.118,0
TXN047667,TAXP01240,289.76,merchant_payment,online_services,card,Hyderabad,3,0.139,0.048,0.0,0
TXN047668,TAXP00296,50.0,transfer,utilities,bank_transfer,Bengaluru,3,0.137,0.215,0.175,0
TXN047669,TAXP04879,77.17,bill_payment,retail,card,Kolkata,7,0.184,0.155,0.076,0
TXN047670,TAXP01822,4277.29,bill_payment,restaurants,bank_transfer,Ahmedabad,6,0.218,0.522,0.215,0
TXN047671,TAXP02990,469.2,transfer,utilities,card,Kolkata,3,0.252,0.219,0.159,0
TXN047672,TAXP03333,50.0,purchase,groceries,UPI,Bengaluru,3,0.28,0.323,0.09,0
TXN047673,TAXP01667,170.85,merchant_payment,utilities,bank_transfer,Mumbai,5,0.178,0.241,0.0,0
TXN047674,TAXP00855,720.64,transfer,travel,UPI,Delhi,1,0.099,0.398,0.063,0
TXN047675,TAXP04846,144.89,merchant_payment,groceries,card,Kolkata,2,0.187,0.247,0.083,0
TXN047676,TAXP01902,921.59,purchase,utilities,UPI,Kolkata,4,0.113,0.377,0.0,0
TXN047677,TAXP00089,364.32,transfer,groceries,cash,Chennai,6,0.346,0.16,0.147,0
TXN047678,TAXP04667,16577.16,transfer,retail,card,Delhi,3,0.286,0.151,0.272,1
TXN047679,TAXP02384,350.36,purchase,restaurants,UPI,Ahmedabad,5,0.067,0.015,0.0,0
TXN047680,TAXP03760,81.09,deposit,groceries,UPI,Ahmedabad,5,0.208,0.177,0.044,0
TXN047681,TAXP01574,137.2,deposit,financial_services,wallet,Pune,5,0.546,0.055,0.272,1
TXN047682,TAXP00687,167.75,deposit,electronics,bank_transfer,Chennai,3,0.239,0.077,0.047,0
TXN047683,TAXP02410,84.69,bill_payment,electronics,UPI,Kolkata,2,0.234,0.029,0.0,0
TXN047684,TAXP02230,56.96,purchase,travel,UPI,Mumbai,4,0.066,0.062,0.06,0
TXN047685,TAXP03710,50.0,merchant_payment,retail,card,Kolkata,4,0.264,0.055,0.0,0
TXN047686,TAXP01196,806.17,merchant_payment,financial_services,bank_transfer,Ahmedabad,5,0.201,0.258,0.055,0
TXN047687,TAXP03093,229.43,cash_withdrawal,retail,UPI,Delhi,4,0.41,0.17,0.074,0
TXN047688,TAXP04090,730.03,transfer,healthcare,card,Mumbai,3,0.192,0.219,0.125,0
TXN047689,TAXP00855,208.48,purchase,groceries,card,Delhi,5,0.234,0.252,0.274,1
TXN047690,TAXP04704,113.64,transfer,electronics,UPI,Pune,4,0.161,0.011,0.107,0
TXN047691,TAXP00253,407.43,transfer,online_services,bank_transfer,Pune,6,0.196,0.349,0.132,0
TXN047692,TAXP00673,119.26,merchant_payment,retail,UPI,Chennai,2,0.516,0.37,0.131,0
TXN047693,TAXP03292,3156.24,purchase,electronics,UPI,Bengaluru,4,0.186,0.167,0.105,0
TXN047694,TAXP00978,70.38,deposit,online_services,bank_transfer,Chennai,4,0.32,0.126,0.218,0
TXN047695,TAXP02928,50.0,purchase,electronics,UPI,Kolkata,6,0.336,0.169,0.066,0
TXN047696,TAXP01229,882.56,transfer,education,card,Delhi,2,0.339,0.143,0.182,0
TXN047697,TAXP02162,714.5,purchase,retail,cash,Delhi,2,0.225,0.292,0.113,0
TXN047698,TAXP02951,264.14,merchant_payment,utilities,card,Hyderabad,8,0.227,0.053,0.145,0
TXN047699,TAXP01113,425.78,purchase,utilities,UPI,Pune,5,0.131,0.481,0.079,0
TXN047700,TAXP02366,1966.63,transfer,retail,UPI,Ahmedabad,4,0.104,0.064,0.142,0
TXN047701,TAXP04574,50.0,bill_payment,restaurants,bank_transfer,Kolkata,3,0.113,0.175,0.046,0
TXN047702,TAXP00929,88.81,cash_withdrawal,electronics,cash,Bengaluru,7,0.182,0.028,0.074,0
TXN047703,TAXP04732,50.0,transfer,retail,bank_transfer,Bengaluru,7,0.1,0.034,0.0,0
TXN047704,TAXP01753,104.97,purchase,financial_services,bank_transfer,Kolkata,1,0.211,0.172,0.153,0
TXN047705,TAXP00009,116.28,bill_payment,retail,card,Hyderabad,2,0.052,0.332,0.062,0
TXN047706,TAXP02159,454.4,deposit,healthcare,card,Ahmedabad,3,0.289,0.241,0.179,0
TXN047707,TAXP04936,139.91,merchant_payment,healthcare,card,Pune,2,0.299,0.159,0.012,0
TXN047708,TAXP01190,342.7,purchase,healthcare,cash,Hyderabad,3,0.154,0.338,0.153,0
TXN047709,TAXP00017,3144.07,merchant_payment,utilities,card,Ahmedabad,7,0.409,0.078,0.085,0
TXN047710,TAXP01738,94.88,merchant_payment,restaurants,UPI,Ahmedabad,5,0.343,0.402,0.203,0
TXN047711,TAXP01758,280.83,purchase,retail,card,Kolkata,6,0.095,0.185,0.0,0
TXN047712,TAXP02115,118.11,merchant_payment,online_services,UPI,Kolkata,3,0.228,0.261,0.097,0
TXN047713,TAXP03782,701.2,purchase,utilities,cash,Delhi,3,0.171,0.376,0.134,0
TXN047714,TAXP03080,287.14,transfer,travel,cash,Kolkata,4,0.465,0.12,0.162,0
TXN047715,TAXP00420,1017.1,bill_payment,financial_services,bank_transfer,Pune,4,0.22,0.062,0.0,0
TXN047716,TAXP02991,1253.32,bill_payment,financial_services,UPI,Ahmedabad,5,0.106,0.126,0.093,0
TXN047717,TAXP04948,173.31,purchase,electronics,UPI,Pune,4,0.126,0.171,0.024,0
TXN047718,TAXP02782,260.7,merchant_payment,utilities,UPI,Chennai,5,0.231,0.022,0.096,0
TXN047719,TAXP02655,498.85,purchase,groceries,bank_transfer,Hyderabad,3,0.176,0.094,0.126,0
TXN047720,TAXP03919,50.0,merchant_payment,restaurants,card,Mumbai,5,0.105,0.067,0.0,0
TXN047721,TAXP01601,171.63,merchant_payment,healthcare,wallet,Ahmedabad,4,0.332,0.228,0.09,0
TXN047722,TAXP04276,198.06,transfer,travel,UPI,Hyderabad,1,0.498,0.048,0.174,0
TXN047723,TAXP01572,54.14,cash_withdrawal,utilities,UPI,Chennai,5,0.112,0.185,0.17,0
TXN047724,TAXP02977,802.76,bill_payment,restaurants,UPI,Ahmedabad,4,0.028,0.178,0.141,0
TXN047725,TAXP00296,450.64,purchase,groceries,card,Mumbai,4,0.181,0.169,0.041,0
TXN047726,TAXP02656,836.77,cash_withdrawal,financial_services,bank_transfer,Hyderabad,3,0.204,0.101,0.056,0
TXN047727,TAXP02161,50.0,bill_payment,groceries,bank_transfer,Bengaluru,4,0.202,0.049,0.147,0
TXN047728,TAXP04717,50.0,cash_withdrawal,groceries,bank_transfer,Ahmedabad,4,0.083,0.256,0.052,0
TXN047729,TAXP02175,420.59,merchant_payment,financial_services,card,Hyderabad,3,0.162,0.336,0.065,0
TXN047730,TAXP01817,171.53,purchase,electronics,card,Pune,6,0.174,0.113,0.107,0
TXN047731,TAXP01528,73.31,bill_payment,utilities,bank_transfer,Kolkata,5,0.221,0.165,0.13,0
TXN047732,TAXP04744,258.1,deposit,utilities,bank_transfer,Hyderabad,2,0.212,0.157,0.094,0
TXN047733,TAXP03298,302.01,merchant_payment,healthcare,cash,Ahmedabad,3,0.357,0.34,0.158,0
TXN047734,TAXP03158,417.43,deposit,electronics,wallet,Hyderabad,4,0.075,0.317,0.244,0
TXN047735,TAXP00648,58.66,purchase,groceries,card,Bengaluru,2,0.084,0.223,0.021,0
TXN047736,TAXP04946,369.85,bill_payment,utilities,bank_transfer,Bengaluru,6,0.288,0.099,0.073,0
TXN047737,TAXP00772,1012.48,bill_payment,online_services,UPI,Bengaluru,5,0.196,0.242,0.199,0
TXN047738,TAXP03973,253.51,purchase,online_services,wallet,Bengaluru,5,0.345,0.04,0.139,0
TXN047739,TAXP04766,306.56,merchant_payment,retail,bank_transfer,Hyderabad,9,0.104,0.504,0.238,0
TXN047740,TAXP00812,1381.56,bill_payment,restaurants,bank_transfer,Pune,3,0.109,0.022,0.129,0
TXN047741,TAXP04177,917.92,deposit,retail,UPI,Mumbai,6,0.62,0.089,0.218,0
TXN047742,TAXP01937,50.0,cash_withdrawal,healthcare,wallet,Delhi,3,0.211,0.237,0.26,1
TXN047743,TAXP01700,822.28,deposit,electronics,bank_transfer,Mumbai,4,0.27,0.059,0.063,0
TXN047744,TAXP01049,50.0,cash_withdrawal,utilities,card,Mumbai,4,0.146,0.041,0.024,0
TXN047745,TAXP02906,155.47,merchant_payment,healthcare,cash,Kolkata,5,0.325,0.196,0.096,0
TXN047746,TAXP00287,467.91,bill_payment,online_services,bank_transfer,Pune,3,0.222,0.29,0.229,0
TXN047747,TAXP02498,56.17,bill_payment,electronics,card,Kolkata,4,0.163,0.038,0.178,0
TXN047748,TAXP04857,50.0,merchant_payment,healthcare,cash,Delhi,2,0.206,0.076,0.097,0
TXN047749,TAXP03227,1138.93,purchase,utilities,UPI,Bengaluru,5,0.048,0.06,0.0,0
TXN047750,TAXP01987,476.28,bill_payment,education,bank_transfer,Delhi,6,0.461,0.185,0.203,0
TXN047751,TAXP01031,443.79,purchase,utilities,UPI,Delhi,2,0.153,0.12,0.022,0
TXN047752,TAXP03337,399.12,purchase,restaurants,card,Ahmedabad,8,0.254,0.176,0.203,0
TXN047753,TAXP03015,825.73,merchant_payment,groceries,bank_transfer,Pune,8,0.419,0.119,0.231,0
TXN047754,TAXP00034,223.82,bill_payment,financial_services,card,Mumbai,7,0.673,0.062,0.197,0
TXN047755,TAXP03204,1074.93,purchase,restaurants,card,Chennai,4,0.311,0.105,0.136,0
TXN047756,TAXP03463,372.93,transfer,groceries,wallet,Hyderabad,8,0.327,0.13,0.308,1
TXN047757,TAXP04268,50.0,merchant_payment,retail,UPI,Hyderabad,3,0.537,0.108,0.192,0
TXN047758,TAXP02277,58.88,bill_payment,education,bank_transfer,Bengaluru,4,0.082,0.141,0.083,0
TXN047759,TAXP02689,186.0,merchant_payment,travel,UPI,Hyderabad,3,0.078,0.121,0.119,0
TXN047760,TAXP01929,353.12,merchant_payment,utilities,cash,Ahmedabad,3,0.165,0.029,0.043,0
TXN047761,TAXP01791,50.0,transfer,travel,UPI,Bengaluru,7,0.313,0.246,0.215,0
TXN047762,TAXP01718,177.18,merchant_payment,electronics,UPI,Mumbai,4,0.072,0.349,0.147,0
TXN047763,TAXP03078,50.0,deposit,retail,card,Hyderabad,6,0.052,0.11,0.067,0
TXN047764,TAXP00994,193.22,deposit,retail,UPI,Hyderabad,5,0.306,0.11,0.058,0
TXN047765,TAXP02944,63.9,bill_payment,education,wallet,Ahmedabad,7,0.126,0.266,0.061,0
TXN047766,TAXP04512,1546.02,purchase,healthcare,bank_transfer,Pune,4,0.116,0.166,0.112,0
TXN047767,TAXP04042,50.0,bill_payment,groceries,UPI,Bengaluru,3,0.42,0.019,0.072,0
TXN047768,TAXP02432,1639.32,transfer,healthcare,card,Chennai,2,0.059,0.187,0.064,0
TXN047769,TAXP03484,371.01,purchase,online_services,UPI,Mumbai,6,0.032,0.188,0.0,0
TXN047770,TAXP04951,1213.26,cash_withdrawal,retail,UPI,Mumbai,2,0.305,0.223,0.193,0
TXN047771,TAXP04249,94.77,cash_withdrawal,healthcare,UPI,Hyderabad,3,0.228,0.22,0.17,0
TXN047772,TAXP00321,119.84,deposit,travel,UPI,Pune,2,0.339,0.317,0.192,0
TXN047773,TAXP04675,4869.39,merchant_payment,electronics,bank_transfer,Delhi,2,0.082,0.149,0.049,0
TXN047774,TAXP02716,589.44,transfer,financial_services,cash,Pune,3,0.427,0.436,0.205,0
TXN047775,TAXP01784,51.52,cash_withdrawal,retail,wallet,Kolkata,4,0.379,0.12,0.176,0
TXN047776,TAXP03563,2068.13,transfer,education,cash,Hyderabad,4,0.176,0.079,0.153,0
TXN047777,TAXP04462,1394.24,merchant_payment,groceries,UPI,Delhi,3,0.158,0.289,0.117,0
TXN047778,TAXP01418,570.66,purchase,utilities,UPI,Mumbai,6,0.649,0.245,0.204,0
TXN047779,TAXP00634,308.24,transfer,restaurants,bank_transfer,Ahmedabad,2,0.099,0.103,0.206,0
TXN047780,TAXP00736,742.1,merchant_payment,groceries,bank_transfer,Pune,2,0.29,0.261,0.086,0
TXN047781,TAXP03100,50.0,purchase,groceries,card,Ahmedabad,2,0.052,0.062,0.0,0
TXN047782,TAXP04741,139.94,cash_withdrawal,utilities,cash,Mumbai,2,0.247,0.034,0.004,0
TXN047783,TAXP03776,50.0,purchase,education,bank_transfer,Chennai,5,0.23,0.024,0.071,0
TXN047784,TAXP02034,182.25,merchant_payment,groceries,card,Bengaluru,3,0.212,0.103,0.0,0
TXN047785,TAXP02285,481.47,purchase,travel,card,Ahmedabad,2,0.202,0.134,0.061,0
TXN047786,TAXP00097,257.67,merchant_payment,retail,UPI,Delhi,7,0.109,0.349,0.088,0
TXN047787,TAXP01636,1172.41,cash_withdrawal,groceries,card,Kolkata,2,0.218,0.049,0.074,0
TXN047788,TAXP01740,458.46,purchase,utilities,UPI,Delhi,2,0.37,0.13,0.105,0
TXN047789,TAXP01424,256.01,merchant_payment,retail,UPI,Kolkata,5,0.285,0.19,0.126,0
TXN047790,TAXP02190,770.11,purchase,restaurants,card,Pune,6,0.067,0.06,0.0,0
TXN047791,TAXP04024,50.0,deposit,travel,UPI,Bengaluru,5,0.125,0.454,0.071,0
TXN047792,TAXP02140,127.68,purchase,retail,cash,Hyderabad,4,0.301,0.45,0.148,0
TXN047793,TAXP02544,215.61,bill_payment,travel,card,Delhi,7,0.127,0.135,0.022,0
TXN047794,TAXP00148,335.11,merchant_payment,healthcare,UPI,Kolkata,3,0.121,0.282,0.079,0
TXN047795,TAXP02058,154.04,transfer,travel,bank_transfer,Hyderabad,2,0.361,0.125,0.151,0
TXN047796,TAXP03827,378.03,purchase,education,UPI,Mumbai,1,0.366,0.063,0.091,0
TXN047797,TAXP02985,975.74,transfer,travel,UPI,Pune,4,0.444,0.244,0.208,0
TXN047798,TAXP01571,50.0,merchant_payment,online_services,bank_transfer,Ahmedabad,4,0.096,0.185,0.104,0
TXN047799,TAXP02999,775.72,purchase,online_services,card,Bengaluru,4,0.048,0.286,0.07,0
TXN047800,TAXP02118,61.39,cash_withdrawal,retail,UPI,Hyderabad,2,0.284,0.224,0.082,0
TXN047801,TAXP03478,358.27,purchase,restaurants,card,Mumbai,2,0.264,0.173,0.16,0
TXN047802,TAXP04526,253.39,merchant_payment,travel,UPI,Bengaluru,5,0.318,0.156,0.043,0
TXN047803,TAXP02930,541.55,merchant_payment,online_services,bank_transfer,Ahmedabad,3,0.146,0.093,0.116,0
TXN047804,TAXP04256,4595.07,purchase,utilities,cash,Pune,6,0.294,0.168,0.175,0
TXN047805,TAXP02414,82.92,cash_withdrawal,restaurants,card,Pune,4,0.258,0.117,0.08,0
TXN047806,TAXP04885,885.77,bill_payment,utilities,wallet,Bengaluru,6,0.076,0.363,0.021,0
TXN047807,TAXP02306,986.2,purchase,retail,bank_transfer,Pune,4,0.182,0.147,0.101,0
TXN047808,TAXP00915,264.22,merchant_payment,travel,UPI,Bengaluru,4,0.291,0.17,0.131,0
TXN047809,TAXP03314,211.16,deposit,education,UPI,Hyderabad,4,0.031,0.352,0.011,0
TXN047810,TAXP04801,135.58,cash_withdrawal,healthcare,card,Pune,4,0.252,0.18,0.004,0
TXN047811,TAXP01561,50.0,deposit,online_services,cash,Ahmedabad,4,0.184,0.449,0.135,0
TXN047812,TAXP01625,174.85,merchant_payment,travel,card,Kolkata,3,0.368,0.228,0.096,0
TXN047813,TAXP03832,627.1,purchase,groceries,UPI,Bengaluru,5,0.489,0.049,0.168,0
TXN047814,TAXP04795,196.47,purchase,restaurants,bank_transfer,Bengaluru,7,0.154,0.165,0.117,0
TXN047815,TAXP02062,1204.2,transfer,education,bank_transfer,Mumbai,2,0.056,0.29,0.069,0
TXN047816,TAXP03028,320.84,bill_payment,utilities,bank_transfer,Hyderabad,4,0.378,0.033,0.06,0
TXN047817,TAXP00542,75.6,bill_payment,retail,UPI,Mumbai,3,0.147,0.109,0.0,0
TXN047818,TAXP02190,852.14,cash_withdrawal,restaurants,UPI,Delhi,3,0.325,0.23,0.104,0
TXN047819,TAXP02754,2727.08,bill_payment,restaurants,UPI,Hyderabad,2,0.019,0.019,0.098,0
TXN047820,TAXP00126,2032.95,bill_payment,utilities,UPI,Chennai,3,0.303,0.103,0.256,1
TXN047821,TAXP03971,179.8,transfer,restaurants,card,Hyderabad,4,0.244,0.257,0.212,0
TXN047822,TAXP03179,1485.8,purchase,education,bank_transfer,Chennai,6,0.185,0.162,0.064,0
TXN047823,TAXP01857,50.02,merchant_payment,healthcare,bank_transfer,Delhi,6,0.424,0.349,0.169,0
TXN047824,TAXP04879,745.83,purchase,utilities,card,Ahmedabad,3,0.508,0.219,0.194,0
TXN047825,TAXP01032,2555.76,merchant_payment,groceries,cash,Chennai,2,0.219,0.168,0.169,0
TXN047826,TAXP02021,499.94,purchase,restaurants,UPI,Ahmedabad,6,0.035,0.16,0.151,0
TXN047827,TAXP01846,122.2,deposit,electronics,cash,Mumbai,6,0.221,0.077,0.127,0
TXN047828,TAXP01930,422.69,deposit,online_services,UPI,Bengaluru,1,0.011,0.174,0.016,0
TXN047829,TAXP01762,90.75,merchant_payment,travel,UPI,Hyderabad,2,0.158,0.22,0.121,0
TXN047830,TAXP04330,587.36,purchase,online_services,bank_transfer,Delhi,5,0.056,0.183,0.124,0
TXN047831,TAXP02926,3287.35,cash_withdrawal,healthcare,UPI,Delhi,3,0.23,0.112,0.128,0
TXN047832,TAXP00946,69.68,merchant_payment,online_services,UPI,Bengaluru,1,0.176,0.401,0.163,0
TXN047833,TAXP02722,585.21,bill_payment,travel,UPI,Ahmedabad,5,0.067,0.174,0.0,0
TXN047834,TAXP04753,1319.06,purchase,restaurants,cash,Bengaluru,3,0.239,0.195,0.091,0
TXN047835,TAXP01429,93.73,bill_payment,restaurants,UPI,Delhi,4,0.214,0.145,0.0,0
TXN047836,TAXP00956,2729.09,purchase,healthcare,bank_transfer,Delhi,1,0.218,0.247,0.161,0
TXN047837,TAXP00376,501.56,merchant_payment,financial_services,cash,Bengaluru,3,0.229,0.443,0.222,0
TXN047838,TAXP01784,50.0,purchase,groceries,bank_transfer,Pune,5,0.084,0.196,0.111,0
TXN047839,TAXP04077,257.89,transfer,electronics,UPI,Mumbai,4,0.305,0.111,0.064,0
TXN047840,TAXP04339,311.07,merchant_payment,groceries,card,Chennai,4,0.222,0.185,0.059,0
TXN047841,TAXP01427,1050.76,merchant_payment,utilities,UPI,Kolkata,3,0.097,0.115,0.0,0
TXN047842,TAXP00820,50.0,merchant_payment,utilities,UPI,Mumbai,5,0.154,0.311,0.163,0
TXN047843,TAXP04330,50.0,purchase,healthcare,bank_transfer,Hyderabad,5,0.327,0.278,0.008,0
TXN047844,TAXP03103,208.19,deposit,financial_services,bank_transfer,Kolkata,5,0.118,0.089,0.112,0
TXN047845,TAXP01116,765.02,merchant_payment,groceries,UPI,Kolkata,2,0.347,0.062,0.046,0
TXN047846,TAXP01153,9593.32,transfer,online_services,bank_transfer,Pune,4,0.096,0.238,0.155,0
TXN047847,TAXP02118,69.52,merchant_payment,retail,wallet,Delhi,2,0.381,0.259,0.089,0
TXN047848,TAXP02896,175.91,transfer,healthcare,UPI,Hyderabad,4,0.263,0.17,0.083,0
TXN047849,TAXP02283,512.34,merchant_payment,restaurants,UPI,Hyderabad,6,0.277,0.167,0.079,0
TXN047850,TAXP01930,200.93,merchant_payment,online_services,UPI,Chennai,3,0.458,0.254,0.09,0
TXN047851,TAXP00815,50.0,merchant_payment,retail,bank_transfer,Mumbai,2,0.256,0.1,0.065,0
TXN047852,TAXP00412,257.1,merchant_payment,restaurants,card,Delhi,4,0.274,0.108,0.15,0
TXN047853,TAXP01956,881.82,merchant_payment,groceries,UPI,Pune,2,0.254,0.191,0.167,0
TXN047854,TAXP02583,50.0,bill_payment,restaurants,UPI,Pune,4,0.114,0.152,0.133,0
TXN047855,TAXP04433,4850.42,merchant_payment,travel,bank_transfer,Chennai,3,0.411,0.202,0.254,1
TXN047856,TAXP02737,290.46,cash_withdrawal,retail,bank_transfer,Chennai,4,0.17,0.272,0.176,0
TXN047857,TAXP01723,50.0,cash_withdrawal,utilities,UPI,Mumbai,6,0.309,0.349,0.172,0
TXN047858,TAXP01157,2580.88,purchase,utilities,bank_transfer,Hyderabad,4,0.474,0.184,0.254,1
TXN047859,TAXP00426,269.89,bill_payment,retail,bank_transfer,Ahmedabad,4,0.239,0.143,0.033,0
TXN047860,TAXP04673,95.81,purchase,financial_services,UPI,Pune,8,0.128,0.502,0.181,0
TXN047861,TAXP00965,77.22,bill_payment,healthcare,UPI,Delhi,3,0.573,0.343,0.173,0
TXN047862,TAXP03761,708.21,purchase,restaurants,bank_transfer,Mumbai,3,0.142,0.066,0.0,0
TXN047863,TAXP00875,89.35,transfer,travel,cash,Bengaluru,4,0.371,0.136,0.209,0
TXN047864,TAXP00296,1524.5,purchase,utilities,card,Ahmedabad,2,0.192,0.297,0.172,0
TXN047865,TAXP02255,1586.69,transfer,retail,card,Mumbai,3,0.125,0.057,0.065,0
TXN047866,TAXP04216,376.16,purchase,utilities,card,Delhi,4,0.151,0.094,0.026,0
TXN047867,TAXP01782,196.95,cash_withdrawal,groceries,bank_transfer,Pune,5,0.081,0.033,0.0,0
TXN047868,TAXP03151,65.28,bill_payment,online_services,UPI,Bengaluru,2,0.089,0.116,0.088,0
TXN047869,TAXP02411,50.0,cash_withdrawal,online_services,UPI,Pune,1,0.228,0.152,0.0,0
TXN047870,TAXP03622,1581.29,purchase,groceries,UPI,Kolkata,6,0.243,0.03,0.015,0
TXN047871,TAXP02128,51.47,transfer,utilities,UPI,Mumbai,3,0.023,0.2,0.112,0
TXN047872,TAXP00544,153.11,merchant_payment,retail,bank_transfer,Bengaluru,3,0.155,0.234,0.072,0
TXN047873,TAXP00660,54.2,merchant_payment,retail,card,Chennai,6,0.215,0.082,0.148,0
TXN047874,TAXP00427,104.04,merchant_payment,retail,UPI,Bengaluru,3,0.32,0.275,0.198,0
TXN047875,TAXP01471,50.0,merchant_payment,healthcare,cash,Mumbai,2,0.046,0.238,0.009,0
TXN047876,TAXP03752,109.54,deposit,utilities,bank_transfer,Kolkata,7,0.296,0.093,0.089,0
TXN047877,TAXP04492,92.33,transfer,education,bank_transfer,Mumbai,5,0.314,0.248,0.085,0
TXN047878,TAXP01102,768.27,purchase,healthcare,UPI,Delhi,6,0.341,0.307,0.198,0
TXN047879,TAXP03445,171.28,deposit,utilities,UPI,Chennai,7,0.097,0.284,0.0,0
TXN047880,TAXP03646,89.14,purchase,utilities,bank_transfer,Bengaluru,4,0.133,0.178,0.168,0
TXN047881,TAXP00989,914.56,merchant_payment,utilities,bank_transfer,Mumbai,6,0.139,0.094,0.019,0
TXN047882,TAXP02226,83.87,transfer,education,card,Hyderabad,4,0.108,0.142,0.148,0
TXN047883,TAXP03274,2288.63,merchant_payment,online_services,bank_transfer,Kolkata,7,0.072,0.142,0.072,0
TXN047884,TAXP04552,277.81,bill_payment,education,card,Chennai,4,0.09,0.165,0.138,0
TXN047885,TAXP04632,67.52,merchant_payment,utilities,card,Chennai,3,0.259,0.184,0.177,0
TXN047886,TAXP03919,114.8,bill_payment,retail,card,Chennai,1,0.155,0.213,0.156,0
TXN047887,TAXP00932,124.83,purchase,retail,UPI,Kolkata,5,0.231,0.138,0.065,0
TXN047888,TAXP02650,1804.18,transfer,utilities,card,Hyderabad,5,0.122,0.157,0.114,0
TXN047889,TAXP03186,50.0,merchant_payment,retail,bank_transfer,Mumbai,1,0.298,0.125,0.067,0
TXN047890,TAXP04471,4079.41,merchant_payment,travel,UPI,Bengaluru,2,0.294,0.093,0.221,0
TXN047891,TAXP04623,50.0,merchant_payment,healthcare,wallet,Delhi,2,0.143,0.18,0.075,0
TXN047892,TAXP03504,50.0,purchase,electronics,UPI,Kolkata,2,0.532,0.634,0.271,1
TXN047893,TAXP00062,401.89,merchant_payment,healthcare,card,Hyderabad,3,0.19,0.472,0.19,0
TXN047894,TAXP02395,50.0,transfer,retail,UPI,Delhi,5,0.167,0.172,0.108,0
TXN047895,TAXP04695,50.0,purchase,healthcare,bank_transfer,Bengaluru,6,0.475,0.467,0.209,0
TXN047896,TAXP04230,576.11,bill_payment,groceries,UPI,Chennai,3,0.19,0.05,0.05,0
TXN047897,TAXP00882,268.83,purchase,retail,bank_transfer,Ahmedabad,3,0.177,0.113,0.091,0
TXN047898,TAXP02855,164.78,deposit,electronics,bank_transfer,Chennai,3,0.236,0.542,0.058,0
TXN047899,TAXP03230,122.43,cash_withdrawal,retail,bank_transfer,Ahmedabad,5,0.243,0.316,0.11,0
TXN047900,TAXP02022,50.0,cash_withdrawal,utilities,wallet,Delhi,4,0.095,0.324,0.124,0
TXN047901,TAXP00584,526.6,bill_payment,education,bank_transfer,Kolkata,2,0.344,0.126,0.152,0
TXN047902,TAXP00324,1313.07,transfer,healthcare,bank_transfer,Mumbai,3,0.311,0.052,0.104,0
TXN047903,TAXP04155,358.44,transfer,retail,bank_transfer,Chennai,5,0.482,0.187,0.216,0
